GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000116525,1,33611003,33647660,54,1,65967,-0.037555,0.51498
ENSG00000160094,1,33722146,33766320,60,7,65967,1.1529,0.12447
ENSG00000184389,1,33772367,33786699,35,6,65967,1.2063,0.11385
ENSG00000134686,1,33789224,33896653,241,18,65967,0.39419,0.34672
ENSG00000121903,1,33938246,33962107,40,4,65967,2.5201,0.0058662
ENSG00000121904,1,33979609,34631443,1317,113,65967,-0.075701,0.53017
ENSG00000176256,1,34326076,34330392,6,2,65967,-0.11528,0.54589
ENSG00000142698,1,34632484,34684732,134,14,65967,1.2124,0.11267
ENSG00000163866,1,35178338,35325417,169,19,65967,-1.1219,0.86905
ENSG00000116544,1,35331037,35395186,34,9,65967,2.1916,0.014205
ENSG00000271741,1,35447134,35497342,66,1,65967,0.44076,0.32969
ENSG00000243749,1,35447136,35450954,6,1,65967,0.42225,0.33642
ENSG00000163867,1,35449523,35497569,62,1,65967,0.44273,0.32898
ENSG00000197056,1,35525387,35581460,49,4,65967,0.85596,0.19601
ENSG00000116560,1,35641979,35658749,11,1,65967,0.78244,0.21698
ENSG00000146463,1,35734568,35887659,99,4,65967,1.8347,0.033275
ENSG00000142687,1,35899091,36023551,75,4,65967,2.5321,0.0056697
ENSG00000020129,1,36023074,36032875,7,1,65967,0.82767,0.20393
ENSG00000116819,1,36038971,36060929,9,2,65967,2.4534,0.0070747
ENSG00000126067,1,36067185,36107445,12,2,65967,2.2548,0.012073
ENSG00000142686,1,36179476,36185073,6,2,65967,4.3567,6.6033e-06
ENSG00000092853,1,36185819,36235568,39,4,65967,3.9603,3.7431e-05
ENSG00000134698,1,36273773,36323491,40,6,65967,4.0967,2.0958e-05
ENSG00000092847,1,36335409,36395211,27,2,65967,3.7129,0.00010247
ENSG00000126070,1,36396319,36538101,62,3,65967,4.0656,2.3954e-05
ENSG00000092850,1,36549676,36553876,2,1,65967,3.3264,0.00043992
ENSG00000116863,1,36554476,36559533,2,1,65967,2.6509,0.0040137
ENSG00000171812,1,36560837,36590821,37,5,65967,2.9121,0.0017953
ENSG00000054116,1,36602173,36615098,12,1,65967,3.5062,0.00022731
ENSG00000116871,1,36621180,36646450,18,2,65967,5.0442,2.2771e-07
ENSG00000054118,1,36690017,36770958,55,2,65967,-1.0563,0.85458
ENSG00000214193,1,36771988,36790484,12,2,65967,-0.74769,0.77268
ENSG00000142694,1,36787632,36789755,2,1,65967,0.15363,0.43895
ENSG00000116883,1,36789335,36794822,9,2,65967,-0.96291,0.8322
ENSG00000196182,1,36805225,36851497,45,4,65967,-0.39595,0.65393
ENSG00000181817,1,36856839,36863493,27,2,65967,0.049279,0.48035
ENSG00000116885,1,36881428,36916086,119,5,65967,0.82302,0.20525
ENSG00000116898,1,36921319,36930038,33,4,65967,0.65199,0.2572
ENSG00000119535,1,36931644,36948879,26,6,65967,1.2604,0.10376
ENSG00000163873,1,37261128,37499730,291,23,65967,0.021893,0.49127
ENSG00000163874,1,37940153,37949980,8,2,65967,-1.2111,0.88708
ENSG00000163875,1,37958176,37980375,65,11,65967,0.51104,0.30466
ENSG00000163877,1,38000050,38019903,38,8,65967,0.075476,0.46992
ENSG00000163879,1,38022520,38032458,22,4,65967,-0.16202,0.56436
ENSG00000134697,1,38032417,38061536,52,7,65967,-0.12572,0.55002
ENSG00000169218,1,38076951,38100595,47,7,65967,-0.31068,0.62198
ENSG00000116922,1,38147242,38157914,33,3,65967,-0.14644,0.55821
ENSG00000134690,1,38158090,38175391,36,5,65967,-0.58272,0.71996
ENSG00000183317,1,38179552,38230805,166,17,65967,3.5507,0.00019214
ENSG00000185090,1,38259474,38266809,3,2,65967,4.0161,2.9588e-05
ENSG00000196449,1,38268616,38273857,8,3,65967,4.5061,3.3022e-06
ENSG00000197982,1,38272651,38275126,1,1,65967,0.048648,0.4806
ENSG00000188786,1,38275239,38325292,51,7,65967,4.477,3.7848e-06
ENSG00000230610,1,38292232,38293886,2,1,65967,1.0792,0.14026
ENSG00000204084,1,38326369,38412729,115,10,65967,3.4553,0.00027481
ENSG00000183431,1,38422647,38456593,50,4,65967,2.1629,0.015273
ENSG00000183386,1,38462442,38471278,1,1,65967,0.026072,0.4896
ENSG00000183520,1,38474930,38490496,15,5,65967,-1.6798,0.9535
ENSG00000116954,1,39303870,39325495,44,10,65967,0.89848,0.18447
ENSG00000214114,1,39328636,39347289,40,7,65967,1.3335,0.091179
ENSG00000131233,1,39330175,39347289,39,7,65967,1.3672,0.085783
ENSG00000158315,1,39351479,39407471,143,19,65967,1.0174,0.15449
ENSG00000174574,1,39456895,39471731,41,4,65967,0.15982,0.43651
ENSG00000168653,1,39491990,39500308,25,3,65967,0.42633,0.33493
ENSG00000127603,1,39546988,39952849,540,21,65967,0.32802,0.37145
ENSG00000255103,1,39876151,39882154,8,3,65967,-0.062749,0.52502
ENSG00000183682,1,39957318,39991607,47,8,65967,0.7221,0.23512
ENSG00000090621,1,40026488,40042462,30,8,65967,1.7017,0.04441
ENSG00000163909,1,40089825,40105617,25,9,65967,0.0916,0.46351
ENSG00000116981,1,40124793,40137710,16,5,65967,-0.16706,0.56634
ENSG00000116983,1,40144320,40157361,68,11,65967,1.0382,0.14958
ENSG00000084072,1,40157854,40229586,132,20,65967,0.80325,0.21091
ENSG00000116985,1,40222854,40254533,20,4,65967,0.73324,0.23171
ENSG00000043514,1,40306723,40349183,68,8,65967,0.95537,0.16969
ENSG00000116990,1,40361098,40367928,7,3,65967,1.1953,0.11599
ENSG00000168389,1,40420802,40435638,7,3,65967,0.69907,0.24225
ENSG00000131236,1,40505905,40538321,98,6,65967,-0.3233,0.62677
ENSG00000131238,1,40538379,40563375,81,9,65967,0.65371,0.25665
ENSG00000117000,1,40627045,40706593,65,8,65967,0.32948,0.3709
ENSG00000188800,1,40711619,40717363,4,2,65967,0.88299,0.18862
ENSG00000084073,1,40723779,40759856,29,6,65967,0.49315,0.31095
ENSG00000049089,1,40766159,40783488,24,5,65967,1.6382,0.050691
ENSG00000084070,1,40810522,40888998,126,19,65967,1.2198,0.11128
ENSG00000187801,1,40915774,40929390,38,10,65967,0.39723,0.3456
ENSG00000187815,1,40942887,40962015,37,6,65967,1.9912,0.023228
ENSG00000164002,1,40974413,40982228,27,6,65967,1.7477,0.04026
ENSG00000117010,1,40997233,41013841,47,6,65967,1.8083,0.03528
ENSG00000117016,1,41086351,41131329,94,12,65967,0.91877,0.17911
ENSG00000066136,1,41157320,41237275,156,11,65967,2.2434,0.012436
ENSG00000117013,1,41249684,41306124,100,21,65967,0.65428,0.25647
ENSG00000179862,1,41326729,41328018,2,1,65967,-0.36034,0.6407
ENSG00000171793,1,41445007,41478235,73,14,65967,2.1186,0.01706
ENSG00000171790,1,41481269,41488909,24,6,65967,1.6093,0.053771
ENSG00000010803,1,41492872,41707826,417,17,65967,1.288,0.098878
ENSG00000204060,1,41827594,41849262,49,9,65967,3.2624,0.00055244
ENSG00000127129,1,41944446,41950344,14,4,65967,0.60006,0.27423
ENSG00000127124,1,41972036,42501596,896,49,65967,-0.5088,0.69455
ENSG00000044012,1,42619092,42621495,6,3,65967,-0.78166,0.78279
ENSG00000197273,1,42628362,42630389,2,1,65967,0.5805,0.28079
ENSG00000198815,1,42642210,42801548,208,9,65967,0.11643,0.45366
ENSG00000177181,1,42846466,42888249,125,7,65967,1.9043,0.028437
ENSG00000066185,1,42896000,42921938,81,8,65967,-0.64402,0.74022
ENSG00000127125,1,42921788,42939056,30,4,65967,-0.69957,0.7579
ENSG00000186409,1,42929001,43120335,476,16,65967,-0.608,0.72841
ENSG00000171960,1,43124096,43142429,27,6,65967,-0.65747,0.74456
ENSG00000065978,1,43148098,43168020,23,6,65967,-0.19934,0.579
ENSG00000164007,1,43198764,43205925,15,4,65967,-1.0774,0.85935
ENSG00000117385,1,43212006,43232755,31,6,65967,-0.71176,0.76169
ENSG00000164008,1,43232940,43263968,33,6,65967,-0.6237,0.73359
ENSG00000177868,1,43272723,43282954,17,4,65967,-0.45404,0.6751
ENSG00000164010,1,43282795,43310660,33,8,65967,-0.72944,0.76713
ENSG00000164011,1,43312280,43318148,3,1,65967,0.27626,0.39117
ENSG00000117394,1,43391052,43424530,86,9,65967,0.66525,0.25294
ENSG00000186973,1,43610824,43622067,36,6,65967,0.61517,0.26922
ENSG00000117395,1,43629846,43736607,313,22,65967,1.3773,0.084215
ENSG00000243710,1,43637820,43720029,254,18,65967,1.0875,0.13841
ENSG00000179178,1,43735665,43739673,3,1,65967,1.8973,0.028893
ENSG00000253313,1,43747554,43751288,3,1,65967,1.6487,0.049605
ENSG00000066056,1,43766664,43788779,25,3,65967,3.4634,0.00026666
ENSG00000117400,1,43803478,43818443,11,2,65967,4.0488,2.5743e-05
ENSG00000117399,1,43824626,43828874,5,3,65967,4.3323,7.3787e-06
ENSG00000066322,1,43829068,43833696,2,1,65967,3.7904,7.5189e-05
ENSG00000159479,1,43849588,43855479,1,1,65967,3.5795,0.0001721
ENSG00000198198,1,43855553,43918321,71,5,65967,3.8999,4.8114e-05
ENSG00000178922,1,43916824,43919660,4,2,65967,4.5073,3.2832e-06
ENSG00000142949,1,43990858,44089343,202,13,65967,4.9674,3.3929e-07
ENSG00000066135,1,44115829,44171186,62,8,65967,4.6703,1.504e-06
ENSG00000126091,1,44171495,44396831,416,18,65967,4.5026,3.3567e-06
ENSG00000117407,1,44398992,44402913,8,3,65967,3.2947,0.00049266
ENSG00000117408,1,44412611,44433694,24,3,65967,3.4616,0.00026848
ENSG00000132768,1,44435672,44439041,3,1,65967,2.6501,0.0040231
ENSG00000117410,1,44440159,44443967,5,2,65967,2.7049,0.003416
ENSG00000117411,1,44444615,44456840,14,4,65967,2.4863,0.0064544
ENSG00000159214,1,44457031,44462200,7,3,65967,2.7513,0.0029684
ENSG00000196517,1,44457172,44497139,49,8,65967,2.0812,0.01871
ENSG00000171872,1,44584522,44600812,38,8,65967,1.4366,0.07542
ENSG00000178028,1,44679127,44686353,10,3,65967,1.8022,0.035755
ENSG00000117419,1,44686742,44820932,162,14,65967,0.47233,0.31834
ENSG00000187147,1,44870866,45117396,446,53,65967,-0.22866,0.59043
ENSG00000126106,1,45100910,45140227,63,4,65967,-0.66288,0.7463
ENSG00000198520,1,45140364,45191263,35,8,65967,0.10455,0.45837
ENSG00000142945,1,45205490,45233439,42,5,65967,-0.6248,0.73395
ENSG00000142937,1,45240923,45244451,3,2,65967,-0.45924,0.67697
ENSG00000142959,1,45249257,45253377,2,1,65967,0.78054,0.21754
ENSG00000173846,1,45265897,45271662,8,2,65967,-1.2609,0.89633
ENSG00000188396,1,45271585,45272957,2,1,65967,-1.7154,0.95686
ENSG00000222009,1,45274154,45281257,12,3,65967,-0.81635,0.79285
ENSG00000117425,1,45285516,45308735,37,4,65967,-1.2633,0.89677
ENSG00000070785,1,45316450,45452282,282,8,65967,-1.1587,0.87672
ENSG00000126107,1,45468212,45477001,16,2,65967,-0.18657,0.574
ENSG00000126088,1,45477819,45481247,5,2,65967,-0.070458,0.52809
ENSG00000162415,1,45482071,45771881,433,17,65967,-0.0082173,0.50328
ENSG00000132781,1,45794835,45806142,12,5,65967,2.1329,0.016468
ENSG00000132773,1,45805342,45809647,2,1,65967,0.48608,0.31345
ENSG00000070759,1,45809555,45956872,182,11,65967,0.11768,0.45316
ENSG00000236624,1,45959538,45965751,8,3,65967,0.27492,0.39169
ENSG00000132763,1,45965725,45976739,14,3,65967,-0.019996,0.50798
ENSG00000117450,1,45976708,45988719,32,3,65967,-0.00033392,0.50013
ENSG00000117448,1,46016215,46035721,26,4,65967,-0.0024513,0.50098
ENSG00000132780,1,46049518,46084566,35,3,65967,-0.48793,0.6872
ENSG00000159588,1,46085716,46089729,7,1,65967,-0.4413,0.6705
ENSG00000159592,1,46092976,46153785,96,4,65967,-0.18974,0.57524
ENSG00000159596,1,46152886,46160115,12,2,65967,-0.33749,0.63213
ENSG00000197429,1,46159996,46216322,87,3,65967,-0.20359,0.58066
ENSG00000086015,1,46252659,46501796,415,10,65967,-0.0079331,0.50316
ENSG00000117461,1,46505812,46642160,181,11,65967,0.033917,0.48647
ENSG00000117472,1,46640745,46651630,8,3,65967,-0.55437,0.71034
ENSG00000085998,1,46654354,46685977,29,4,65967,-0.36113,0.641
ENSG00000171357,1,46669006,46686933,14,4,65967,-0.55601,0.7109
ENSG00000085999,1,46713360,46744145,29,8,65967,0.16652,0.43387
ENSG00000132128,1,46726868,46769280,31,8,65967,0.4963,0.30984
ENSG00000173660,1,46769303,46782448,18,5,65967,0.04375,0.48255
ENSG00000117481,1,46805849,46830824,159,3,65967,-0.82589,0.79557
ENSG00000117480,1,46859937,46879520,25,5,65967,-1.2477,0.89393
ENSG00000197587,1,46972668,46979898,18,5,65967,2.1914,0.014212
ENSG00000162456,1,47011316,47017199,10,3,65967,1.3212,0.093225
ENSG00000079277,1,47023090,47082515,94,8,65967,0.87372,0.19113
ENSG00000142961,1,47073387,47082563,17,2,65967,0.86765,0.19279
ENSG00000123472,1,47098409,47139539,62,2,65967,0.14771,0.44129
ENSG00000159658,1,47124366,47184824,94,4,65967,0.13083,0.44796
ENSG00000186118,1,47134527,47139266,5,1,65967,-0.33916,0.63276
ENSG00000142973,1,47223510,47285085,85,12,65967,0.44531,0.32805
ENSG00000187048,1,47394849,47407156,25,3,65967,-0.4285,0.66586
ENSG00000186377,1,47427036,47516423,125,10,65967,1.1925,0.11654
ENSG00000186160,1,47533160,47583991,116,3,65967,0.76979,0.22071
ENSG00000162365,1,47603107,47615413,38,4,65967,0.96706,0.16676
ENSG00000162366,1,47649265,47656716,5,2,65967,-1.2976,0.90279
ENSG00000162367,1,47681962,47697892,28,5,65967,0.17012,0.43246
ENSG00000123473,1,47715811,47779819,134,7,65967,1.0755,0.14107
ENSG00000162368,1,47799469,47844511,85,6,65967,0.88185,0.18893
ENSG00000186790,1,47881744,47883723,2,1,65967,-0.95328,0.82978
ENSG00000186564,1,47901689,47906363,5,2,65967,-0.22201,0.58785
ENSG00000269113,1,48226200,48462567,381,23,65967,2.0711,0.019176
ENSG00000273395,1,48226979,48227290,1,1,65967,1.9206,0.02739
ENSG00000117834,1,48688357,48714316,39,8,65967,0.34806,0.3639
ENSG00000132122,1,48761044,48937845,246,18,65967,0.082582,0.46709
ENSG00000186094,1,48998527,50489585,1627,46,65967,2.7472,0.003005
ENSG00000162373,1,49193195,49242641,61,10,65967,-0.17356,0.56889
ENSG00000227839,1,50459990,50461874,2,1,65967,-0.3259,0.62775
ENSG00000162374,1,50513686,50669458,137,19,65967,3.2649,0.00054752
ENSG00000142700,1,50883222,50889172,1,1,65967,-0.81793,0.7933
ENSG00000185104,1,50905150,51425935,513,15,65967,0.75164,0.22613
ENSG00000123080,1,51426417,51440305,7,2,65967,0.39702,0.34568
ENSG00000204006,1,51567906,51613752,39,4,65967,0.86396,0.19381
ENSG00000123091,1,51701943,51739127,24,3,65967,0.96032,0.16845
ENSG00000085831,1,51752930,51810788,64,11,65967,1.1176,0.13187
ENSG00000085832,1,51819935,51985000,262,16,65967,0.36765,0.35657
ENSG00000117859,1,52042851,52254889,109,8,65967,0.0040966,0.49837
ENSG00000078618,1,52254863,52344477,107,12,65967,-0.17761,0.57049
ENSG00000169213,1,52373628,52456436,120,12,65967,0.39227,0.34743
ENSG00000117862,1,52485803,52521843,47,4,65967,0.23603,0.4067
ENSG00000198841,1,52497775,52499488,3,1,65967,0.14845,0.44099
ENSG00000134717,1,52521797,52556388,29,3,65967,1.7141,0.043252
ENSG00000157077,1,52608046,52812358,133,5,65967,2.0006,0.02272
ENSG00000154222,1,52811395,52831865,9,1,65967,2.3023,0.010659
ENSG00000085840,1,52838501,52870131,17,3,65967,2.3091,0.010469
ENSG00000134748,1,52870236,52886511,6,2,65967,1.5434,0.061364
ENSG00000134744,1,52873954,53019159,162,11,65967,1.6761,0.046858
ENSG00000116157,1,53068044,53074723,18,4,65967,1.7747,0.037972
ENSG00000182183,1,53099016,53135355,60,11,65967,-0.42214,0.66354
ENSG00000162377,1,53152508,53164038,13,2,65967,0.16921,0.43282
ENSG00000162378,1,53192126,53293014,228,13,65967,-0.073129,0.52915
ENSG00000203995,1,53308183,53360670,102,6,65967,-0.65275,0.74304
ENSG00000121310,1,53361656,53392884,25,4,65967,-0.86124,0.80545
ENSG00000116171,1,53392901,53517375,381,12,65967,-1.0567,0.85467
ENSG00000174348,1,53527854,53551174,102,11,65967,-1.0908,0.86231
ENSG00000162383,1,53552855,53608289,238,26,65967,-0.03807,0.51518
ENSG00000157184,1,53662101,53679869,19,3,65967,1.4341,0.075767
ENSG00000162384,1,53679771,53686289,9,2,65967,1.8896,0.029404
ENSG00000162385,1,53692564,53704282,15,2,65967,1.5625,0.059089
ENSG00000157193,1,53711217,53793742,116,13,65967,3.0946,0.00098548
ENSG00000143006,1,53925072,53933161,20,4,65967,0.92278,0.17806
ENSG00000174332,1,53971910,54199877,471,26,65967,-0.19296,0.57651
ENSG00000058804,1,54231133,54304533,88,5,65967,-0.60431,0.72718
ENSG00000058799,1,54317392,54356407,104,8,65967,-0.61141,0.72953
ENSG00000211452,1,54356912,54376759,69,8,65967,-0.48626,0.68661
ENSG00000081870,1,54382247,54411602,44,3,65967,0.5648,0.28611
ENSG00000116212,1,54411750,54433841,17,2,65967,-0.18489,0.57334
ENSG00000203985,1,54474412,54483856,23,4,65967,1.6208,0.052535
ENSG00000116209,1,54497347,54519177,25,5,65967,0.91761,0.17941
ENSG00000116205,1,54519260,54578192,86,7,65967,0.82521,0.20463
ENSG00000212670,1,54569968,54571750,2,1,65967,0.3993,0.34484
ENSG00000157211,1,54598747,54619443,64,12,65967,-0.049515,0.51975
ENSG00000256407,1,54606897,54665746,109,16,65967,0.14921,0.44069
ENSG00000248835,1,54635333,54637997,6,2,65967,0.22241,0.412
ENSG00000215883,1,54638009,54665709,17,4,65967,0.45142,0.32584
ENSG00000116221,1,54649714,54691137,66,11,65967,1.5128,0.065162
ENSG00000157216,1,54691105,54879152,313,39,65967,1.8985,0.028817
ENSG00000162390,1,55007930,55104865,240,28,65967,0.21984,0.413
ENSG00000162391,1,55074855,55089229,21,7,65967,-0.25019,0.59878
ENSG00000271723,1,55107459,55207981,311,26,65967,-0.2909,0.61444
ENSG00000184313,1,55107463,55175939,162,23,65967,-1.317,0.90608
ENSG00000243725,1,55181495,55208330,136,3,65967,0.6029,0.27329
ENSG00000162396,1,55222571,55230187,23,5,65967,0.051703,0.47938
ENSG00000006555,1,55245385,55266940,46,8,65967,0.072755,0.471
ENSG00000162398,1,55271736,55307925,128,8,65967,1.0872,0.13846
ENSG00000116133,1,55315306,55352891,101,10,65967,1.7809,0.037465
ENSG00000143001,1,55446465,55457966,29,2,65967,0.38162,0.35137
ENSG00000162399,1,55464606,55476556,24,4,65967,-0.098064,0.53906
ENSG00000169174,1,55505221,55530525,57,10,65967,1.8048,0.035552
ENSG00000162402,1,55532032,55680786,184,11,65967,1.7852,0.037118
ENSG00000162407,1,56960419,57110974,418,36,65967,0.36195,0.3587
ENSG00000162409,1,57110995,57181008,218,14,65967,-0.052497,0.52093
ENSG00000187889,1,57184477,57285369,213,31,65967,0.36677,0.3569
ENSG00000157131,1,57320479,57383894,141,16,65967,-0.29005,0.61411
ENSG00000021852,1,57394883,57431813,87,14,65967,-0.35934,0.64033
ENSG00000173406,1,57460451,59012406,3719,223,65967,3.2506,0.00057577
ENSG00000162600,1,58881056,59012474,408,35,65967,1.734,0.041462
ENSG00000184292,1,59041099,59043166,11,3,65967,0.61299,0.26994
ENSG00000162601,1,59120411,59165764,148,8,65967,1.2759,0.10099
ENSG00000177606,1,59246465,59249785,1,1,65967,0.37616,0.3534
ENSG00000172456,1,59762310,60233347,754,45,65967,-0.33949,0.63288
ENSG00000134709,1,60280458,60342050,83,9,65967,-0.76136,0.77678
ENSG00000134716,1,60358980,60392462,57,9,65967,-0.39532,0.6537
ENSG00000162598,1,60452941,60539442,156,26,65967,2.0773,0.018885
ENSG00000162599,1,61330931,61928465,952,122,65967,2.7359,0.0031107
ENSG00000162604,1,62146718,62191095,76,6,65967,1.5628,0.059045
ENSG00000132849,1,62208149,62629592,959,64,65967,0.39568,0.34617
ENSG00000240563,1,62660503,62678000,111,18,65967,0.16639,0.43393
ENSG00000132854,1,62702651,62785085,308,20,65967,-1.6613,0.95168
ENSG00000162607,1,62901968,62917475,23,2,65967,0.11072,0.45592
ENSG00000116641,1,62920399,63153969,221,4,65967,-0.13901,0.55528
ENSG00000269624,1,63073437,63075249,2,1,65967,-0.17408,0.5691
ENSG00000125703,1,63249806,63331184,141,7,65967,-0.054808,0.52185
ENSG00000187140,1,63788730,63790797,1,1,65967,0.54435,0.2931
ENSG00000088035,1,63833261,63904233,120,11,65967,-0.71106,0.76148
ENSG00000142856,1,63906441,64059392,272,9,65967,-0.75935,0.77618
ENSG00000203965,1,63989043,64038364,89,7,65967,-0.8537,0.80337
ENSG00000116652,1,64014588,64015405,2,1,65967,-1.8154,0.96527
ENSG00000079739,1,64058947,64125916,135,20,65967,0.044704,0.48217
ENSG00000185483,1,64239693,64647181,773,53,65967,-1.5692,0.9417
ENSG00000177414,1,64669310,64733051,136,12,65967,-1.8863,0.97037
ENSG00000158966,1,64936428,65158741,337,42,65967,0.9806,0.1634
ENSG00000162437,1,65210778,65298915,133,12,65967,0.39193,0.34756
ENSG00000162434,1,65298912,65432187,307,23,65967,1.6804,0.046441
ENSG00000162433,1,65613232,65697828,153,12,65967,0.61922,0.26789
ENSG00000116675,1,65713902,65881552,383,23,65967,-0.58485,0.72068
ENSG00000116678,1,65886248,66107242,514,20,65967,0.26893,0.39399
ENSG00000213625,1,65886270,65901690,38,9,65967,-0.21299,0.58433
ENSG00000184588,1,66258197,66840259,1113,59,65967,3.8729,5.3781e-05
ENSG00000118473,1,66999066,67213982,661,22,65967,1.2545,0.10483
ENSG00000248458,1,67131547,67142710,29,5,65967,0.2646,0.39566
ENSG00000152760,1,67218142,67244470,60,7,65967,0.47624,0.31695
ENSG00000172410,1,67263424,67266939,7,2,65967,-0.56474,0.71387
ENSG00000152763,1,67278568,67390570,154,16,65967,-0.35469,0.63859
ENSG00000198160,1,67390578,67454302,106,8,65967,-1.0794,0.8598
ENSG00000116704,1,67465015,67519782,126,10,65967,-1.1,0.86433
ENSG00000203963,1,67557848,67697536,384,25,65967,-1.8918,0.97074
ENSG00000162594,1,67632083,67725662,210,25,65967,-1.6338,0.94885
ENSG00000081985,1,67773047,67862583,194,15,65967,-1.3362,0.90926
ENSG00000142864,1,67873493,67896098,16,3,65967,-0.71804,0.76363
ENSG00000116717,1,68150744,68154021,7,2,65967,2.3998,0.0082026
ENSG00000172380,1,68167149,68299150,249,21,65967,2.9,0.001866
ENSG00000162595,1,68511645,68517314,8,2,65967,0.40375,0.3432
ENSG00000116729,1,68564142,68698803,426,60,65967,-0.18353,0.57281
ENSG00000116745,1,68894505,68915642,51,8,65967,1.2346,0.10848
ENSG00000024526,1,68939835,68962904,56,7,65967,1.9071,0.028252
ENSG00000033122,1,70034081,70617628,1298,49,65967,2.7276,0.0031902
